"Facility.ID","State","xwalk_name_raw","xwalk_name_clean","Jurisdiction"
1693,"Wisconsin","PRAIRIE DU CHIEN","PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION","state"
1693,"Wisconsin","PRAIRIE DU CHIEN CI","PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION","state"
1693,"Wisconsin","PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION","PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION","state"
1694,"Wisconsin","RACINE CORRECTIONAL INSTITUTION","RACINE CORRECTIONAL INSTITUTION STURTEVANT TRANSITIONAL FACILITY","state"
1694,"Wisconsin","RACINE CORRECTIONAL INSTITUTION STURTEVANT TRANSITIONAL FACILITY","RACINE CORRECTIONAL INSTITUTION STURTEVANT TRANSITIONAL FACILITY","state"
1694,"Wisconsin","RACINE CORRECTIONAL INSTITUTIONSTURTEVANT TRANSITIONAL FACILITY","RACINE CORRECTIONAL INSTITUTION STURTEVANT TRANSITIONAL FACILITY","state"
1695,"Wisconsin","RACINE YOUTH OFFENDER CF","RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY","state"
1695,"Wisconsin","RACINE YOUTHFUL OFFEND ER CORRECTIONAL FACILITY","RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY","state"
1695,"Wisconsin","RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY","RACINE YOUTHFUL OFFENDER CORRECTIONAL FACILITY","state"
1696,"Wisconsin","REDGRANITE","REDGRANITE CORRECTIONAL INSTITUTION","state"
1696,"Wisconsin","REDGRANITE CI","REDGRANITE CORRECTIONAL INSTITUTION","state"
1696,"Wisconsin","REDGRANITE CORRECTIONAL INSTITUTION","REDGRANITE CORRECTIONAL INSTITUTION","state"
1697,"Wisconsin","ROBERT E ELLSWORTH CC","ROBERT E ELLSWORTH CORRECTIONAL CENTER","state"
1697,"Wisconsin","ROBERT E ELLSWORTH CORRECTIONAL CENTER","ROBERT E ELLSWORTH CORRECTIONAL CENTER","state"
1698,"Wisconsin","ROCK VALLEY COMMUNITY PROGRAM RRC","ROCK VALLEY COMMUNITY PROGRAM RRC","federal"
1699,"Wisconsin","RRC JANESVILLE WI","RRC JANESVILLE WI","federal"
1700,"Wisconsin","SAINT CROIX CORRECTIONAL CENTER","SAINT CROIX CORRECTIONAL CENTER","state"
1700,"Wisconsin","ST CROIX","SAINT CROIX CORRECTIONAL CENTER","state"
1700,"Wisconsin","ST CROIX CC","SAINT CROIX CORRECTIONAL CENTER","state"
1700,"Wisconsin","ST CROIX CORRECTIONAL CENTER","SAINT CROIX CORRECTIONAL CENTER","state"
1701,"Wisconsin","SANGER B POWERS","SANGER B POWERS CORRECTIONAL CENTER","state"
1701,"Wisconsin","SANGER B POWERS CC","SANGER B POWERS CORRECTIONAL CENTER","state"
1701,"Wisconsin","SANGER B POWERS CORRECTIONAL CENTER","SANGER B POWERS CORRECTIONAL CENTER","state"
1702,"Wisconsin","STANLEY","STANLEY CORRECTIONAL INSTITUTION","state"
1702,"Wisconsin","STANLEY CI","STANLEY CORRECTIONAL INSTITUTION","state"
1702,"Wisconsin","STANLEY CORRECTIONAL INSTITUTION","STANLEY CORRECTIONAL INSTITUTION","state"
1703,"Wisconsin","STATEWIDE","STATEWIDE","state"
1704,"Wisconsin","STURTEVANT TRANSITIONAL FACILITY","STURTEVANT TRANSITIONAL FACILITY","state"
1705,"Wisconsin","TAYCHEEDAH CI","TAYCHEEDAH CORRECTIONAL INSTITUTION","state"
1705,"Wisconsin","TAYCHEEDAH CORRECTIONAL INSTITUTION","TAYCHEEDAH CORRECTIONAL INSTITUTION","state"
1706,"Wisconsin","THOMPSON","THOMPSON CORRECTIONAL CENTER","state"
1706,"Wisconsin","THOMPSON CC","THOMPSON CORRECTIONAL CENTER","state"
1706,"Wisconsin","THOMPSON CORRECTIONAL CENTER","THOMPSON CORRECTIONAL CENTER","state"
1707,"Wisconsin","WAUPUN","WAUPUN CORRECTIONAL INSTITUTION","state"
1707,"Wisconsin","WAUPUN CORRECTIONAL INSTITUTION","WAUPUN CORRECTIONAL INSTITUTION","state"
1708,"Wisconsin","WINNEBAGO","WINNEBAGO CORRECTIONAL CENTER","state"
1708,"Wisconsin","WINNEBAGO CC","WINNEBAGO CORRECTIONAL CENTER","state"
1708,"Wisconsin","WINNEBAGO CORRECTIONAL CENTER","WINNEBAGO CORRECTIONAL CENTER","state"
1709,"Wisconsin","WISCONSIN COMMUNITY SVS RRC","WISCONSIN COMMUNITY SVS RRC","federal"
1710,"Wisconsin","WISCONSIN SECURE PF","WISCONSIN SECURE PROGRAM FACILITY","state"
1710,"Wisconsin","WISCONSIN SECURE PROGRAM FACILITY","WISCONSIN SECURE PROGRAM FACILITY","state"
1710,"Wisconsin","WSPF","WISCONSIN SECURE PROGRAM FACILITY","state"
1711,"Wyoming","CASPER REENTRY CENTER ACC","CASPER REENTRY CENTER ACC","federal"
1712,"Wyoming","STATEWIDE","STATEWIDE","state"
1713,"Wyoming","WOMENS CENTER IN LUSK","WOMENS CENTER IN LUSK","state"
1714,"Wyoming","WYOMING HONOR CONSERVATION CAMP","WYOMING HONOR CONSERVATION CAMP","state"
1714,"Wyoming","WYOMING HONOR CONSERVATION CAMP BOOT CAMP - NEWCASTLE","WYOMING HONOR CONSERVATION CAMP","state"
1715,"Wyoming","WYOMING HONOR FARM","WYOMING HONOR FARM","state"
1715,"Wyoming","WYOMING HONOR FARM - RIVERTON","WYOMING HONOR FARM","state"
1716,"Wyoming","WYOMING MEDIUM CORRECTIONAL INSTITUTION","WYOMING MEDIUM CORRECTIONAL INSTITUTION","state"
1716,"Wyoming","WYOMING MEDIUM CORRECTIONAL INSTITUTION - TORRINGTON","WYOMING MEDIUM CORRECTIONAL INSTITUTION","state"
1717,"Wyoming","WYOMING STATE PENITENTIARY","WYOMING STATE PENITENTIARY","state"
1717,"Wyoming","WYOMING STATE PENITENTIARY - RAWLINS","WYOMING STATE PENITENTIARY","state"
1718,"Alabama","ALABAMA CORRECTIONS ACADEMY","ALABAMA CORRECTIONS ACADEMY","state"
1719,"California","CDCR CCHCS WORKSITE LOCATION HUMBOLDT COUNTY","CDCR CCHCS WORKSITE LOCATION HUMBOLDT COUNTY","state"
1719,"California","CDCRCCHCS WORKSITE LOCATION HUMBOLDT COUNTY","CDCR CCHCS WORKSITE LOCATION HUMBOLDT COUNTY","state"
1720,"California","CDCR CCHCS WORKSITE LOCATION SAN FRANCISCO COUNTY","CDCR CCHCS WORKSITE LOCATION SAN FRANCISCO COUNTY","state"
1720,"California","CDCRCCHCS WORKSITE LOCATION SAN FRANCISCO COUNTY","CDCR CCHCS WORKSITE LOCATION SAN FRANCISCO COUNTY","state"
1721,"California","CDCR CCHCS WORKSITE LOCATION YOLO COUNTY","CDCR CCHCS WORKSITE LOCATION YOLO COUNTY","state"
1721,"California","CDCRCCHCS WORKSITE LOCATION YOLO COUNTY","CDCR CCHCS WORKSITE LOCATION YOLO COUNTY","state"
1722,"California","CDCR CCHCS WORKSITE LOCATION ALAMEDA COUNTY","CDCR CCHCS WORKSITE LOCATION ALAMEDA COUNTY","state"
1722,"California","CDCRCCHCS WORKSITE LOCATIONALAMEDA COUNTY","CDCR CCHCS WORKSITE LOCATION ALAMEDA COUNTY","state"
1723,"California","CDCR CCHCS WORKSITE LOCATION MERCED COUNTY","CDCR CCHCS WORKSITE LOCATION MERCED COUNTY","state"
1723,"California","CDCRCCHCS WORKSITE LOCATIONMERCED COUNTY","CDCR CCHCS WORKSITE LOCATION MERCED COUNTY","state"
1724,"California","SACRAMENTO COUNTY JAIL","SACRAMENTO COUNTY JAIL","county"
1725,"California","SAN DIEGO COUNTY JAILS","SAN DIEGO COUNTY JAILS","county"
1726,"California","SANTA CLARA COUNTY JAIL","SANTA CLARA COUNTY JAIL","county"
1727,"California","SANTA RITA JAIL","SANTA RITA JAIL","county"
1728,"California","STATEWIDE","STATEWIDE","state"
1729,"Delaware","COMMUNITY CORRECTIONS TREATMENT CENTER","COMMUNITY CORRECTIONS TREATMENT CENTER","state"
1730,"Delaware","HAZEL D PLANT WOMANS TREATMENT FACILITY","HAZEL D PLANT WOMANS TREATMENT FACILITY","state"
1731,"Idaho","DISTRICT 2","DISTRICT 2","state"
1732,"Idaho","DISTRICT 6","DISTRICT 6","state"
1733,"Idaho","DISTRICT 7","DISTRICT 7","state"
1734,"Idaho","NAMPA COMMUNITY REENTRY CENTER","NAMPA COMMUNITY REENTRY CENTER","state"
1734,"Idaho","NAMPA CRC","NAMPA COMMUNITY REENTRY CENTER","state"
1734,"Idaho","NCRC","NAMPA COMMUNITY REENTRY CENTER","state"
1735,"Idaho","TFCRC","TWIN FALLS COMMUNITY REENTRY CENTER","state"
1735,"Idaho","TWIN FALLS COMMUNITY REENTRY CENTER","TWIN FALLS COMMUNITY REENTRY CENTER","state"
1736,"Kentucky","SOUTHEAST STATE CORR COMPLEX","SOUTHEAST STATE CORRECTIONAL COMPLEX","state"
1736,"Kentucky","SOUTHEAST STATE CORRECTIONAL COMPLEX","SOUTHEAST STATE CORRECTIONAL COMPLEX","state"
1737,"Maine","LONG CREEK YOUTH DEVELOPMENT CENTER","LONG CREEK YOUTH DEVELOPMENT CENTER","state"
1738,"Maine","STATEWIDE","STATEWIDE","state"
1739,"Michigan","ELECTRONIC MONITORING CENTER","ELECTRONIC MONITORING CENTER","state"
1740,"Michigan","IONIA REGIONAL WAREHOUSE","IONIA REGIONAL WAREHOUSE","state"
1741,"Michigan","JACKSON REGIONAL OFFICE","JACKSON REGIONAL OFFICE","state"
1742,"Michigan","JACKSON TRAINING CENTER","JACKSON TRAINING CENTER","state"
1743,"Michigan","KINROSS REGIONAL OFFICE","KINROSS REGIONAL OFFICE","state"
1744,"Michigan","SOUTHERN REGION ACADEMY","SOUTHERN REGION ACADEMY","state"
1745,"Minnesota","CENTRA OFFICE COA","CENTRAL OFFICE","state"
1745,"Minnesota","CENTRAL OFFICE","CENTRAL OFFICE","state"
1745,"Minnesota","CENTRAL OFFICE COA","CENTRAL OFFICE","state"
1745,"Minnesota","CO","CENTRAL OFFICE","state"
1746,"Minnesota","MINNCOR-RSVL","ROSEVILLE MINNCOR","state"
1746,"Minnesota","ROSEVILLE MINNCOR","ROSEVILLE MINNCOR","state"
1747,"Mississippi","YAZOO COUNTY","YAZOO COUNTY CORRECTIONAL FACILITY","state"
1747,"Mississippi","YAZOO COUNTY CORRECTIONAL FACILITY","YAZOO COUNTY CORRECTIONAL FACILITY","state"
1747,"Mississippi","YAZOO SATELLITE FACILITY","YAZOO COUNTY CORRECTIONAL FACILITY","state"
1748,"Missouri","CCC CHILLICOTHE","CCC CHILLICOTHE","state"
1748,"Missouri","CILLICOTHE","CCC CHILLICOTHE","state"
1749,"Nevada","CARLIN CONSERVATION CAMP","CARLIN CONSERVATION CAMP","state"
1750,"Nevada","HUMBOLDT CONSERVATION CAMP","HUMBOLDT CONSERVATION CAMP","state"
1751,"Nevada","JEAN CONSERVATION CAMP","JEAN CONSERVATION CAMP","state"
1752,"Nevada","WARM SPRINGS CORRECTIONAL CENTER","WARM SPRINGS CORRECTIONAL CENTER","state"
1753,"Nevada","WELLS CONSERVATION CAMP","WELLS CONSERVATION CAMP","state"
1754,"North Carolina","BROWN CREEK CI","BROWN CREEK CORRECTIONAL INSTITUTION","state"
1754,"North Carolina","BROWN CREEK CORRECTIONAL INSTITUTION","BROWN CREEK CORRECTIONAL INSTITUTION","state"
1755,"North Carolina","OFF PREMISES","OFF PREMISES","state"
1756,"Oklahoma","ADMINISTRATION","CENTRAL ADMINISTRATION","state"
1756,"Oklahoma","CENTRAL ADMINISTRATION","CENTRAL ADMINISTRATION","state"
1757,"Oklahoma","NORTH FORK CORRECTIONAL CENTER J UNIT","NORTH FORK CORRECTIONAL CENTER J UNIT","state"
1757,"Oklahoma","NORTH FORK CORRECTIONAL CENTER- J UNIT","NORTH FORK CORRECTIONAL CENTER J UNIT","state"
1758,"Oregon","NON INST","NON INSTITUTION LOCATIONS","state"
1758,"Oregon","NON INSTITUTION LOCATIONS","NON INSTITUTION LOCATIONS","state"
1758,"Oregon","NON-INSTITUTION LOCATIONS","NON INSTITUTION LOCATIONS","state"
1759,"Pennsylvania","PHILADELPHIA DEPT OF JAILS","PHILADELPHIA DEPT OF JAILS","county"
1760,"Rhode Island","HIGH SECURITY","HIGH SECURITY FACILITY","state"
1760,"Rhode Island","HIGH SECURITY FACILITY","HIGH SECURITY FACILITY","state"
1761,"Tennessee","COMMUNITY SERVICES AND REHABILITATION","COMMUNITY SERVICES AND REHABILITATION","state"
1761,"Tennessee","CSREHAB","COMMUNITY SERVICES AND REHABILITATION","state"
1762,"Tennessee","CORRECTIONS ACADEMY","CORRECTIONS ACADEMY","state"
1762,"Tennessee","TCA","CORRECTIONS ACADEMY","state"
1763,"Tennessee","DEPARTMENT OF CORRECTIONS CENTRAL OFFICE AND OFFICE OF INVESTIGATION AND COMPLIANCE","DOC CENTRAL OFFICE AND OFFICE OF INVESTIGATION AND COMPLIANCE","state"
1763,"Tennessee","DOC CENTRAL OFFICE AND OFFICE OF INVESTIGATION AND COMPLIANCE","DOC CENTRAL OFFICE AND OFFICE OF INVESTIGATION AND COMPLIANCE","state"
1764,"Washington","CAPTAIN JIMMIE EVANS REGIONAL PERFORMANCE CENTER","CAPTAIN JIMMIE EVANS REGIONAL PERFORMANCE CENTER","state"
1764,"Washington","CAPTAIN JIMMIE EVANS REGIONAL PERFORMANCE CENTER MONROE WA","CAPTAIN JIMMIE EVANS REGIONAL PERFORMANCE CENTER","state"
1765,"Washington","SOUTHWEST REGION PERFORMANCE CENTER","SOUTHWEST REGION PERFORMANCE CENTER","state"
1765,"Washington","SOUTHWEST REGION PERFORMANCE CENTER LACEY WA","SOUTHWEST REGION PERFORMANCE CENTER","state"
1766,"Wisconsin","AUXILIARY UNITS","AUXILIARY UNITS","state"
1767,"Wisconsin","CRIMINAL JUSTICE FACILITY","CRIMINAL JUSTICE FACILITY","county"
1768,"Wisconsin","HOUSE OF CORRECTION","HOUSE OF CORRECTION","county"
1769,"Wisconsin","JUVENILE JUSTICE CENTER","JUVENILE JUSTICE CENTER","county"
1770,"Wisconsin","DIVISION OF JUVENILE CORRECTIONS FACILITIES","DIVISION OF JUVENILE CORRECTIONS FACILITIES","state"
1771,"Wisconsin","DIVISION OF JUVENILE CORRECTIONS FIELD","DIVISION OF JUVENILE CORRECTIONS FIELD","state"
1772,"Mississippi","ICE ADAMS COUNTY CORRECTIONAL CENTER","ICE ADAMS COUNTY DETENTION CENTER","immigration"
1772,"Mississippi","ICE ADAMS COUNTY CORRECTIONAL CENTER NATCHEZ MS","ICE ADAMS COUNTY DETENTION CENTER","immigration"
1772,"Mississippi","ICE ADAMS COUNTY DETENTION CENTER","ICE ADAMS COUNTY DETENTION CENTER","immigration"
1773,"California","ADELANTO ICE PROCESSING CENTER","ADELANTO ICE PROCESSING CENTER","immigration"
1773,"California","ICE ADELANTO PROCESSING CENTER ADELANTO CA","ADELANTO ICE PROCESSING CENTER","immigration"
1774,"Louisiana","ICE ALEXANDRIA STAGING FACILITY","ICE ALEXANDRIA STAGING FACILITY","immigration"
1775,"Louisiana","ICE ALLEN PARISH DETENTION CENTER","ICE ALLEN PARISH PUBLIC SAFETY COMPLEX","immigration"
1775,"Louisiana","ICE ALLEN PARISH PUBLIC SAFETY COMPLEX","ICE ALLEN PARISH PUBLIC SAFETY COMPLEX","immigration"
1776,"Colorado","ICE AURORA CONTRACT DETENTION FACILITY","ICE DENVER CONTRACT DETENTION FACILITY","immigration"
1776,"Colorado","ICE AURORA CONTRACT DETENTION FACILITY AURORA CO","ICE DENVER CONTRACT DETENTION FACILITY","immigration"
1776,"Colorado","ICE DENVER CONTRACT DETENTION FACILITY","ICE DENVER CONTRACT DETENTION FACILITY","immigration"
1776,"Colorado","ICE DENVER CONTRACT DETENTION FACILITY AURORA CO","ICE DENVER CONTRACT DETENTION FACILITY","immigration"
1777,"Florida","ICE BAKER COUNTY DETENTION CENTER","ICE BAKER COUNTY SHERIFFS OFFICE","immigration"
1777,"Florida","ICE BAKER COUNTY SHERIFFS OFFICE","ICE BAKER COUNTY SHERIFFS OFFICE","immigration"
1778,"New Jersey","ICE BERGEN COUNTY JAIL","ICE BERGEN COUNTY JAIL","immigration"
1778,"New Jersey","ICE BERGEN COUNTY JAIL HACKENSACK NJ","ICE BERGEN COUNTY JAIL","immigration"
1779,"Texas","ICE BLUEBONNET DETENTION FACILITY","ICE BLUEBONNET DETENTION FACILITY","immigration"
1779,"Texas","ICE BLUEBONNET DETENTION FACILITY ANSON TX","ICE BLUEBONNET DETENTION FACILITY","immigration"
1780,"Massachusetts","ICE BRISTOL COUNTY DETENTION CENTER","ICE BRISTOL COUNTY DETENTION CENTER","immigration"
1780,"Massachusetts","ICE BRISTOL COUNTY HOUSE OF CORRECTIONS NORTH DARTMOUTH MA","ICE BRISTOL COUNTY DETENTION CENTER","immigration"
1781,"Florida","ICE BROWARD TRANSITIONAL CENTER","ICE BROWARD TRANSITIONAL CENTER","immigration"
1781,"Florida","ICE BROWARD TRANSITIONAL CENTER POMPANO BEACH FL","ICE BROWARD TRANSITIONAL CENTER","immigration"
1782,"New York","ICE BUFFALO BATAVIA SERVICE PROCESSING CENTER","ICE BUFFALO BATAVIA SERVICE PROCESSING CENTER","immigration"
1782,"New York","ICE BUFFALO FEDERAL DETENTION FACILITY BATAVIA NY","ICE BUFFALO BATAVIA SERVICE PROCESSING CENTER","immigration"
1782,"New York","ICE BUFFALO FEDERAL DETENTION FACILITY BUFFALO NY","ICE BUFFALO BATAVIA SERVICE PROCESSING CENTER","immigration"
1783,"Utah","ICE CACHE COUNTY JAIL","ICE CACHE COUNTY JAIL","immigration"
1784,"Michigan","ICE CALHOUN COUNTY CORRECTION CENTER BATTLE CREEK MI","ICE CALHOUN COUNTY CORRECTIONAL CENTER","immigration"
1784,"Michigan","ICE CALHOUN COUNTY CORRECTIONAL CENTER","ICE CALHOUN COUNTY CORRECTIONAL CENTER","immigration"
1785,"Pennsylvania","ICE CAMBRIA COUNTY JAIL","ICE CAMBRIA COUNTY JAIL","immigration"
1785,"Pennsylvania","ICE CAMBRIA COUNTY PRISON","ICE CAMBRIA COUNTY JAIL","immigration"
1786,"Virginia","ICE CAROLINE DETENTION FACILITY","ICE CAROLINE DETENTION FACILITY","immigration"
1786,"Virginia","ICE CAROLINE DETENTION FACILITY BOWLING GREEN VA","ICE CAROLINE DETENTION FACILITY","immigration"
1787,"Louisiana","ICE CATAHOULA CORRECTIONAL CENTER","ICE CATAHOULA CORRECTIONAL CENTER","immigration"
1787,"Louisiana","ICE CATAHOULA CORRECTIONAL CENTER HARRISONBURG LA","ICE CATAHOULA CORRECTIONAL CENTER","immigration"
1788,"Arizona","ICE CCA FLORENCE CORRECTIONAL CENTER","ICE CCA FLORENCE CORRECTIONAL CENTER","immigration"
1789,"South Carolina","ICE CHARLESTON COUNTY DETENTION CENTER","ICE CHARLESTON COUNTY DETENTION CENTER","immigration"
1789,"South Carolina","ICE SHERIFF AL CANNON DETENTION CENTER","ICE CHARLESTON COUNTY DETENTION CENTER","immigration"
1790,"Kansas","ICE CHASE COUNTY DETENTION FACILITY","ICE CHASE COUNTY DETENTION FACILITY","immigration"
1791,"New Mexico","ICE CIBOLA COUNTY CORRECTIONAL CENTER","ICE CIBOLA COUNTY CORRECTIONAL CENTER","immigration"
1792,"Indiana","ICE CLAY COUNTY JAIL","ICE CLAY COUNTY JAIL","immigration"
1792,"Indiana","ICE CLAY COUNTY JUSTICE CENTER","ICE CLAY COUNTY JAIL","immigration"
1793,"Texas","ICE COASTAL BEND DETENTION CENTER","ICE COASTAL BEND DETENTION FACILITY","immigration"
1793,"Texas","ICE COASTAL BEND DETENTION FACILITY","ICE COASTAL BEND DETENTION FACILITY","immigration"
1794,"South Carolina","ICE COLUMBIA REGIONAL CARE CENTER","ICE COLUMBIA REGIONAL CARE CENTER","immigration"
1795,"Maine","ICE CUMBERLAND COUNTY JAIL","ICE CUMBERLAND COUNTY JAIL","immigration"
1796,"Nebraska","ICE DOUGLAS COUNTY","ICE DOUGLAS COUNTY","immigration"
1796,"Nebraska","ICE DOUGLAS COUNTY CORRECTIONS","ICE DOUGLAS COUNTY","immigration"
1797,"Texas","ICE EDEN DETENTION CENTER","ICE EDEN DETENTION CENTER","immigration"
1798,"Texas","ICE EL PASO PROCESSING CENTER EL PASO TX","ICE EL PASO SERVICE PROCESSING CENTER","immigration"
1798,"Texas","ICE EL PASO SERVICE PROCESSING CENTER","ICE EL PASO SERVICE PROCESSING CENTER","immigration"
1799,"Texas","ICE EL VALLE DETENTION FACILITY","ICE EL VALLE DETENTION FACILITY","immigration"
1800,"New Jersey","ICE ELIZABETH CONTRACT DETENTION FACILITY","ICE ELIZABETH CONTRACT DETENTION FACILITY","immigration"
1800,"New Jersey","ICE ELIZABETH DETENTION CENTER","ICE ELIZABETH CONTRACT DETENTION FACILITY","immigration"
1800,"New Jersey","ICE ELIZABETH DETENTION CENTER ELIZABETH NJ","ICE ELIZABETH CONTRACT DETENTION FACILITY","immigration"
1801,"Arizona","ICE ELOY FEDERAL CONTRACT FACILITY","ICE ELOY FEDERAL CONTRACT FACILITY","immigration"
1802,"New Jersey","ICE ESSEX COUNTY CORRECTIONAL FACILITY","ICE ESSEX COUNTY CORRECTIONAL FACILITY","immigration"
1802,"New Jersey","ICE ESSEX COUNTY CORRECTIONAL FACILITY NEWARK NJ","ICE ESSEX COUNTY CORRECTIONAL FACILITY","immigration"
1802,"New Jersey","ICE ESSEX COUNTY JAIL","ICE ESSEX COUNTY CORRECTIONAL FACILITY","immigration"
1803,"Alabama","ICE ETOWAH COUNTY DETENTION CENTER GADSDEN AL","ICE ETOWAH COUNTY JAIL ALABAMA","immigration"
1803,"Alabama","ICE ETOWAH COUNTY JAIL","ICE ETOWAH COUNTY JAIL ALABAMA","immigration"
1803,"Alabama","ICE ETOWAH COUNTY JAIL ALABAMA","ICE ETOWAH COUNTY JAIL ALABAMA","immigration"
1804,"Virginia","ICE FARMVILLE DETENTION CENTER FARMVILLE VA","ICE IMMIGRATION CENTERS OF AMERICA FARMVILLE","immigration"
1804,"Virginia","ICE IMMIGRATION CENTERS OF AMERICA - FARMVILLE","ICE IMMIGRATION CENTERS OF AMERICA FARMVILLE","immigration"
1804,"Virginia","ICE IMMIGRATION CENTERS OF AMERICA FARMVILLE","ICE IMMIGRATION CENTERS OF AMERICA FARMVILLE","immigration"
1805,"Arizona","ICE FLORENCE DETENTION CENTER","ICE FLORENCE SERVICE PROCESSING CENTER","immigration"
1805,"Arizona","ICE FLORENCE DETENTION CENTER FLORENCE AZ","ICE FLORENCE SERVICE PROCESSING CENTER","immigration"
1805,"Arizona","ICE FLORENCE SERVICE PROCESSING CENTER","ICE FLORENCE SERVICE PROCESSING CENTER","immigration"
1805,"Arizona","ICE FLORENCE SERVICES PROCESSING CENTER","ICE FLORENCE SERVICE PROCESSING CENTER","immigration"
1806,"Georgia","FOLKSTON ICE PROCESSING CENTER D RAY JAMES","FOLKSTON ICE PROCESSING CENTER D RAY JAMES","immigration"
1806,"Georgia","FOLKSTON ICE PROCESSING CENTERB D RAY JAMES","FOLKSTON ICE PROCESSING CENTER D RAY JAMES","immigration"
1806,"Georgia","ICE FOLKSTON PROCESSING CENTER FOLKSTON GA","FOLKSTON ICE PROCESSING CENTER D RAY JAMES","immigration"
1807,"Massachusetts","ICE FRANKLIN COUNTY HOUSE OF CORRECTION","ICE FRANKLIN COUNTY HOUSE OF CORRECTION","immigration"
1807,"Massachusetts","ICE FRANKLIN COUNTY HOUSE OF CORRECTIONS","ICE FRANKLIN COUNTY HOUSE OF CORRECTION","immigration"
1807,"Massachusetts","ICE FRANKLIN COUNTY HOUSE OF CORRECTIONS GREENFIELD MA","ICE FRANKLIN COUNTY HOUSE OF CORRECTION","immigration"
1808,"Minnesota","ICE FREEBORN COUNTY ADULT DETENTION CENTER","ICE FREEBORN COUNTY ADULT DETENTION CENTER","immigration"
1809,"Ohio","ICE GEAUGA COUNTY JAIL","ICE GEAUGA COUNTY JAIL","immigration"
1810,"Florida","ICE GLADES COUNTY DETENTION CENTER","ICE GLADES COUNTY DETENTION CENTER","immigration"
1810,"Florida","ICE GLADES COUNTY DETENTION CENTER MOORE HAVEN FL","ICE GLADES COUNTY DETENTION CENTER","immigration"
1811,"California","ICE GOLDEN STATE ANNEX FACILITY","ICE GOLDEN STATE ANNEX FACILITY","immigration"
1812,"Mississippi","ICE HANCOCK COUNTY JAIL","ICE HANCOCK COUNTY JAIL","immigration"
1813,"Nevada","ICE HENDERSON DETENTION CENTER","ICE HENDERSON DETENTION CENTER","immigration"
1814,"Texas","ICE HOUSTON CONTRACT DETENTION FACILITY","ICE HOUSTON CONTRACT DETENTION FACILITY","immigration"
1814,"Texas","ICE HOUSTON CONTRACT DETENTION FACILITY HOUSTON TX","ICE HOUSTON CONTRACT DETENTION FACILITY","immigration"
1815,"New Jersey","ICE HUDSON COUNTY CORRECTIONAL CENTER","ICE HUDSON COUNTY CORRECTIONAL CENTER","immigration"
1815,"New Jersey","ICE HUDSON COUNTY JAIL","ICE HUDSON COUNTY CORRECTIONAL CENTER","immigration"
1815,"New Jersey","ICE HUDSON COUNTY JAIL KEARNY NJ","ICE HUDSON COUNTY CORRECTIONAL CENTER","immigration"
1816,"Texas","ICE IAH POLK ADULT DETENTION FACILITY","ICE POLK COUNTY ADULT DETENTION FACILITY","immigration"
1816,"Texas","ICE IAH SECURE ADULT DETENTION FACILITY LIVINGSTON TX","ICE POLK COUNTY ADULT DETENTION FACILITY","immigration"
1816,"Texas","ICE POLK COUNTY ADULT DETENTION FACILITY","ICE POLK COUNTY ADULT DETENTION FACILITY","immigration"
1817,"California","ICE IMPERIAL REGIONAL DETENTION FACILITY","ICE IMPERIAL REGIONAL DETENTION FACILITY","immigration"
1817,"California","ICE IMPERIAL REGIONAL DETENTION FACILITY CALEXICO CA","ICE IMPERIAL REGIONAL DETENTION FACILITY","immigration"
1818,"Georgia","ICE IRWIN COUNTY DETENTION CENTER","ICE IRWIN COUNTY DETENTION CENTER","immigration"
1818,"Georgia","ICE IRWIN COUNTY DETENTION CENTER OCILLA GA","ICE IRWIN COUNTY DETENTION CENTER","immigration"
1819,"Louisiana","ICE JACKSON PARISH CORRECTIONAL","ICE JACKSON PARISH CORRECTIONAL CENTER","immigration"
1819,"Louisiana","ICE JACKSON PARISH CORRECTIONAL CENTER","ICE JACKSON PARISH CORRECTIONAL CENTER","immigration"
1820,"Texas","ICE JOE CORLEY DETENTION CENTER","ICE JOE CORLEY DETENTION FACILITY","immigration"
1820,"Texas","ICE JOE CORLEY DETENTION CENTER CONROE TX","ICE JOE CORLEY DETENTION FACILITY","immigration"
1820,"Texas","ICE JOE CORLEY DETENTION FACILITY","ICE JOE CORLEY DETENTION FACILITY","immigration"
1821,"Texas","ICE JOHNSON COUNTY CORRECTIONS CENTER","ICE JOHNSON COUNTY CORRECTIONS CENTER","immigration"
1821,"Texas","ICE JOHNSON COUNTY LAW ENFORCEMENT CENTER","ICE JOHNSON COUNTY CORRECTIONS CENTER","immigration"
1821,"Texas","ICE JOHNSON COUNTY LAW ENFORCEMENT CENTER CLEBURNE TX","ICE JOHNSON COUNTY CORRECTIONS CENTER","immigration"
1822,"Texas","ICE KARNES COUNTY FAMILY RESIDENTIAL CENTER","ICE KARNES COUNTY RESIDENTIAL CENTER","immigration"
1822,"Texas","ICE KARNES COUNTY RESIDENTIAL CENTER","ICE KARNES COUNTY RESIDENTIAL CENTER","immigration"
